Route ID;Step ID;Town A;Town B;Distance;Driver name
122781;2;FONCINE LE HAUT;LE VAUDIOUX;10.638;Robert FERRARI
42109;13;MAVES;COUR CHEVERNY;27.095;Vladimir POPOVA
267017;9;CHERMIZY AILLES;LA VILLE AUX BOIS LES PONTAVERT;10.294;Wolfgang SANCHEZ
73201;6;COMBAS;BRAGASSARGUES;9.005;Elisabeth SCHMIDT
83557;15;SAUCLIERES;SOMMIERES;61.103;Aleksandr SANCHEZ
146189;18;ROUGEMONT;VEILLY;65.738;Evgeniy ZIMMERMANN
14711;13;NOGENT SUR OISE;GONESSE;32.258;Antonio MEYER
66543;10;LACOURT ST PIERRE;MONBALEN;55.791;Pavel THOMAS
132163;6;COLOMBE LE SEC;VOIGNY;3.528;Mario BECKER
89077;19;TARDES;PIONNAT;25.52;Anton HERNANDEZ
6165;15;CHANTERAC;ST AQUILIN;4.734;Tomasz HANSEN
79963;18;DONZAC;STE MONDANE;91.904;Martin VOLKOVA
14771;24;PALMAS D AVEYRON;BARAQUEVILLE;36.21;Tomasz ROSSI
65053;15;CHERVEUX;SURIN;9.821;Irina ANDERSSON
60989;8;VITROLLES;ROGNAC;5.861;Valentyna GARCIA
235907;2;PORT ST PERE;PETIT MARS;37.654;Elisabeth SCHMID
237316;26;LE BURGAUD;SAVIGNAC MONA;35.555;Jean MARIN
16587;16;BEAUJEU;VERDACHES;5.935;Tomasz BROWN
73039;14;VOINGT;SAUVAGNAT;7.791;Aleksey KUZNETSOVA
150295;28;PERROU;LA FERTE MACE;13.494;Mária SANCHEZ
144278;4;ST PE DE BIGORRE;TARBES;24.714;Juan ALONSO
131613;22;ALMENECHES;AUNOU LE FAUCON;5.717;Maria KOCH
125097;1;SAVIGNY SOUS FAYE;CRAON;23.763;Rosa VARGA
220070;9;BEGUEY;GORNAC;11.338;Giuseppe SANCHEZ
175047;1;AMFREVILLE;ST MARTIN DE MIEUX;41.89;Lyubov MEYER
172686;16;BOUCAU;BAYONNE;3.832;Denis RODRIGUEZ
229100;19;VELOGNY;NOIDAN;7.467;Oksana RUIZ
278178;10;MONTEGUT LAURAGAIS;LE CABANIAL;6.984;Mária FERNANDEZ
101787;21;SAUDOY;LA FORESTIERE;7.339;Klaus NOVIKOVA
150444;26;ST ANDRE DE SANGONIS;NIZAS;16.689;Mariya SHEVCHENKO
113912;19;ST LOUP;ST NICOLAS DE LA GRAVE;13.589;Andrea RODRIGUEZ
33481;4;VOUILLE LES MARAIS;ST JUIRE CHAMPGILLON;22.403;Christine SMIRNOVA
200123;33;BEZANGE LA GRANDE;ATHIENVILLE;3.49;Aleksey LOPEZ
24538;6;DOMPIERRE SUR MER;ST XANDRE;3.678;Anton SIMON
77639;11;LA COUTURE;LE CHAMP ST PERE;5.807;Jean POPOVA
273579;1;SALLERTAINE;CHATEAUNEUF;5.991;Mária PETROVA
217123;4;LEOGNAN;LA BREDE;7.548;Barbara FERNANDEZ
279710;20;FEULE;BART;15.803;Elena IVANOV
110372;24;ST NIZIER DU MOUCHEROTTE;BEAUFIN;49.333;Klaus POPOVA
80491;28;INGOUVILLE;ST PIERRE LE VIEUX;14.659;Svetlana KUZNETSOVA
262679;4;ST CEZAIRE SUR SIAGNE;PEYMEINADE;7.105;Rosa SCHÄFER
174992;19;ST MAURICE;ST ETIENNE LA GENESTE;73.513;Mariya DAVIES
5021;5;GUINGAMP;GRACES;2.768;Richard NAGY
128455;1;ST MARS DE COUTAIS;ST PHILBERT DE GRAND LIEU;7.56;Klaus KRAVCHENKO
192491;9;VAILHAN;VALMASCLE;5.055;Jose WAGNER
249949;9;MENARMONT;DOMPTAIL;3.749;Elena MARTIN
59734;4;MONDIGNY;CHAMPIGNEUL SUR VENCE;2.106;Thomas MORENO
268818;24;GERARDMER;ROCHESSON;5.668;Vera DIAZ
43359;3;BRAINVILLE;LE MESNIL EURY;21.21;Evgeniy RICHTER
286032;8;FLEURIE;PIERRECLOS;15.317;Anna ANDERSSON
192447;17;POMPIGNAN;ARNAYON;133.586;Sandra GARCIA
244290;8;ARAUJUZON;AUDAUX;4.768;Sergey BECKER
128963;8;THUIR;LAMOTTE DU RHONE;238.816;Nikolay GARCIA
128672;39;ST JUST;LE CAILAR;10.501;Paul WAGNER
57981;10;CHALLAIN LA POTHERIE;CANDE;8.61;Evgeniy PEREIRA
193430;12;VIGNOLLES;BEAURONNE;57.745;Petra MOROZOVA
178684;2;CHARMES LA GRANDE;BAUDRECOURT;2.4;Lyubov SMIRNOV
6621;5;VISSEICHE;ST GERMAIN DU PINEL;10.607;Roman RAMOS
223222;25;BRECHAUMONT;ALTKIRCH;14.93;Monika WOLF
113250;23;MAUVES SUR HUISNE;ST MARTIN DU VIEUX BELLEME;8.665;Darya GARCIA
19205;11;LA MALHOURE;GRACE UZEL;27.505;Michel BAUER
17957;14;YZOSSE;CASTELJALOUX;110.177;Andrea MARIN
291989;29;LAGARDE;MOLLEVILLE;11.873;Maksim SMIRNOV
191617;22;LIVRY;ORVAL;46.421;Vera SCHMIDT
223456;20;CHATEAUNEUF VAL ST DONAT;CARCES;72.48;Angela TORRES
75896;20;JOYEUX;BIOL;54.622;Olha HANSEN
254257;4;ST SULPICE DE POMMIERS;ST PARDOUX DU BREUIL;33.673;Paul MAGOMEDOV
198998;7;TOUQUIN;MAUPERTHUIS;4.119;Mikhail NAGY
143765;20;MIANNAY;LE MESGE;28.925;Peter MUÑOZ
39746;28;LA CHAPELLE AGNON;VOLLORE MONTAGNE;17.633;Serhei SCHMID
154520;7;VILLAR EN VAL;PAYRA SUR L HERS;50.43;Nadezhda POPOV
121567;18;POLIENAS;CHANTESSE;2.604;Aleksandr RODRIGUEZ
213954;6;LA BRETONNIERE LA CLAYE;BENET;51.887;Sandra GOMEZ
151573;12;ALLEGRE;MIZOEN;196.415;Hans NIELSEN
72872;19;ROCHE LA MOLIERE;CALOIRE;7.11;David ROBERTS
288498;19;CHAMPFORGEUIL;ST JULIEN SUR DHEUNE;21.722;Daniel THOMAS
67903;3;LINGE;CORMERY;59.614;Jean FERREIRA
231257;19;GOOS;GOURBERA;13.646;Alexander SCHMID
226903;17;ST AVAUGOURD DES LANDES;AUBIGNY LES CLOUZEAUX;11.629;Aleksandra NOWAK
147352;28;BRIIS SOUS FORGES;LIMOURS;4.266;Jan WILSON
203239;14;MAISDON SUR SEVRE;LA CHEVROLIERE;16.046;Paul JOHANSSON
187864;29;STE CROIX;PUYLAROQUE;32.082;Juan MARTIN
129135;4;POITIERS;CHENIERS;115.488;Mariya FERREIRA
185318;3;MONTJOIE ST MARTIN;JUVIGNY LES VALLEES;25.986;Valentyna MORENO
93011;2;TREVOU TREGUIGNEC;TRELEVERN;2.16;Tatyana SANTOS
289522;16;STE COLOMBE;ST SULPICE;72.489;Juan POPOVA
148764;30;MAVES;VILLERABLE;23.447;Brigitte PETROV
266483;25;NOUHANT;MANZAT;56.915;Josef SANTOS
10038;24;PROVENCHERE;CHARGEY LES PORT;9.58;Nikolay BAUER
161192;7;VOUVANT;ALLONNE;29.369;Elena PETROVA
261182;19;MONTROND;LE BERSAC;2.174;Piotr MÜLLER
3511;7;BOUCOIRAN ET NOZIERES;POTELIERES;25.858;Aleksey TÓTH
202218;1;LIXING LES ROUHLING;CAPPEL;13.61;Darya FERNANDEZ
80794;1;NIMES;COMBAS;18.286;Alexander SCHMID
79133;11;DOMMARTIN LES CUISEAUX;MONTPONT EN BRESSE;9.992;Jean RUIZ
4790;9;HAMONVILLE;VALBOIS;18.301;Patrick SCHNEIDER
52371;2;STE AGNES;LA COMBE DE LANCEY;3.555;Maryia MARTIN
161349;13;BRETTEVILLE LE RABET;NOTRE DAME DE CENILLY;73.1;Valentyna KOCH
249619;13;BARIE;ST GENIS DU BOIS;15.407;Denis PAVLOVA
233818;22;ASTAFFORT;DONZAC;13.219;Ana IVANOVA
253759;27;ST FRION;SAURET BESSERVE;47.034;Jean GUTIERREZ
224917;6;LE PIN;VANZAC;4.739;Vladimir EVANS
138339;4;OUDINCOURT;MARANVILLE;19.4;Manfred FERNANDEZ
229124;7;MONTPEYROUX;BORS DE BAIGNES;50.185;Mária SANTOS
47717;20;LE COMPAS;PREYSSAC D EXCIDEUIL;127.925;Petra NAVARRO
3315;28;VITREY;FORCELLES ST GORGON;6.241;Jan GONZALEZ
296019;20;MONTCHAUVET;BOISSETS;4.596;Mikhail MAGOMEDOV
45440;30;PONCIN;CERTINES;12.867;Monika KLEIN
112723;6;BELLEVILLE ET CHATILLON SUR BAR;NOIRVAL;1.83;Aleksandra MAGOMEDOV
96982;9;LA CAPELLE ET MASMOLENE;POUGNADORESSE;5.25;Maksim MÜLLER
50689;24;ST JEAN DE COUZ;LA GRAVE;58.225;Laura VARGA
46153;38;MERY SUR SEINE;COURBOIN;61.382;Aleksandr BONDARENKO
237164;5;BOISSISE LA BERTRAND;CESSON;3.431;Manfred RAMOS
47550;12;LA CHAUX;LES ROUSSES;63.694;Antonio DAVIES
172505;17;ST MEDARD;AGUDELLE;9.272;Maksim POPOV
223642;19;NAVOUR SUR GROSNE;ST MARTIN DU LAC;41.235;Ekaterina THOMAS
84178;2;BAERENTHAL;GOETZENBRUCK;10.727;Hans MUÑOZ
160775;12;LANQUETOT;ST PIERRE DE CORMEILLES;40.282;Mariya FERNANDEZ
80746;16;VERNEUIL LE CHATEAU;BUXEUIL;17.68;Sergey POPOV
63648;24;YVES;SALLES SUR MER;7.147;Patrick COSTA
96553;17;COTTANCE;RANCHAL;37.653;Anne MUÑOZ
224201;8;VIEUZOS;LASSALES;5.891;Olga THOMAS
287125;22;ST JUST MALMONT;ST ROMAIN LES ATHEUX;4.435;Christian THOMAS
212215;13;FRESNES;SEMENTRON;80.842;Sergey SCHÄFER
58138;19;PUILBOREAU;BENON;24.446;Darya EVANS
253956;27;REPLONGES;JULLIE;17.653;Laura POPOV
113282;25;SUILLY LA TOUR;MARS;159.56;Tatiana KARLSSON
287035;1;TAULIS;TAILLET;4.953;Igor GONZALEZ
253912;6;HAZEMBOURG;DOMNOM LES DIEUZE;14.163;Olga POPOVA
113655;8;LESCHES;OZOUER LE VOULGIS;27.999;Klaus POPOVA
223921;12;DIENNES AUBIGNY;FERTREVE;5.622;Patrick WOLF
195811;6;ST PAIR;CUVERVILLE;6.264;Mario MARTINEZ
139075;35;VACQUIERES;CARNAS;3.259;Marina BAUER
11577;42;PUITS LA VALLEE;ST MARTIN AU BOSC;46.592;Laura MARTINEZ
256378;20;PEGAIROLLES DE BUEGES;ARLES;92.038;Martin ANDERSSON
235022;12;ST MARTIN AUX CHAMPS;LE CHENE;35.908;Francesco DIAZ
58851;23;SOULAINES SUR AUBANCE;LE MAY SUR EVRE;36.826;Lyubov PETROVA
164905;12;QUINTAL;CHAMOLE;115.852;Werner MILLER
107284;2;LABENNE;BENESSE MAREMNE;6.788;Roman WEBER
16176;13;MOUSSE;VILLEPOT;16.398;Irina NOVIKOVA
54175;16;COUETRON AU PERCHE;VIEVY LE RAYE;36.443;Nikolay KLEIN
215745;24;FLEURIGNE;LAIGNELET;3.638;John GONZALEZ
99118;10;L AIGUILLON LA PRESQU ILE;MONTREUIL;34.615;Anton THOMAS
255561;14;VILLABE;BOISSISE LE ROI;11.874;Valentyna FERRARI
164611;35;PESSANS;MALANS;11.239;Andrei RICHTER
25692;7;GRADIGNAN;CESTAS;10.176;Josef SOKOLOVA
177555;16;CHAMPIGNEULLES EN BASSIGNY;GRAFFIGNY CHEMIN;4.65;Maria MARTINEZ
118527;15;ABBEVILLE ST LUCIEN;RONCHEROLLES EN BRAY;50.025;Marina GONZALEZ
212936;12;HECOURT;NEUFCHATEL EN BRAY;33.953;Igor JONES
296611;14;VERONNES;MONTMIREY LE CHATEAU;40.633;Vladymyr SANTOS
107595;3;NEUVE CHAPELLE;VIEILLE CHAPELLE;4.495;Michael SMITH
106721;6;LA BAUSSAINE;LE QUIOU;8.283;Aleksandr WEBER
193134;2;ST VALERY SUR SOMME;LE CROTOY;7.564;Anton RUIZ
126526;10;VRON;ARGOULES;4.494;Igor KRAVCHENKO
138062;17;ISSEPTS;LE BOURG;3.317;Marie SCHMIDT
239229;10;VILLEMBITS;CASTELBAJAC;11.341;Mario HERNANDEZ
223069;10;FREJEVILLE;CUQ TOULZA;21.579;Vladymyr TÓTH
235344;1;FORGES DE LANOUEE;MOHON;8.659;Vladymyr BAUER
182839;12;FAUVERNEY;THIL SUR ARROUX;95.13;Maria SILVA
216076;16;AREINES;CRUCHERAY;7.39;Mária KRAVCHENKO
247129;8;CRUGEY;ORRET;47.613;Lyubov PETROVA
191830;14;MARBACHE;AUTREVILLE SUR MOSELLE;4.475;Daniel HERNANDEZ
43813;1;MONTFORT SUR ARGENS;QUESNOY LE MONTANT;810.947;Aleksandr DAVIES
43060;34;COURANCES;LEUDEVILLE;18.734;Anna JOHANSSON
167007;14;MARIGNAC EN DIOIS;PONET ET ST AUBAN;3.9;Ana POPOVA
97345;1;MURON;MERVENT;58.769;Laura PETROV
83572;37;FELON;RUELISHEIM;30.659;Mariya JENSEN
229453;7;JOYEUX;ST APPOLINAIRE;52.406;Aleksandra MARTINEZ
18232;4;ST CREPIN;LE MONETIER LES BAINS;32.882;Michel BRAUN
282439;9;REMUZAT;MARSEILLETTE;261.679;Werner SIMON
157026;19;SALIGNY;LA CHAPELLE SUR OREUSE;9.354;John NOVIKOVA
114924;9;BASSEMBERG;SCHIRMECK;18.356;Laura POPOVA
177769;15;AMOROTS SUCCOS;MASPARRAUTE;4.441;Ekaterina NAGY
78707;42;ST MICHEL DE DEZE;CONNAUX;59.832;Igor TORRES
254534;8;BUREY;ST SYMPHORIEN DES BRUYERES;36.32;Karin PEREZ
135830;7;REIPERTSWILLER;MOUTERHOUSE;4.771;Yvan MOROZOVA
191103;18;ST LOUIS DE MONTFERRAND;VILLENEUVE;16.135;Josef JONES
104952;15;CASTELLA;ST GEORGES;23.935;Karin NOVIKOVA
107212;9;CARLIPA;ST MARTIN LALANDE;8.588;Maksim JIMENEZ
190230;5;LE GRAND CELLAND;LE CASTELET;78.914;Peter ALVAREZ
29304;16;AUZELLES;ST SYLVAIN;136.031;Petra TAYLOR
282591;2;LABORDE;BATSERE;3.071;Rosa DIAZ
129872;11;CHARNY;BAILLY LE FRANC;148.269;Juan EVANS
110721;8;CORMERAY;CELLETTES;5.039;Yuliya EVANS
65873;25;ST PAUL EN BORN;PONTENX LES FORGES;7.8;Yuliya COSTA
52918;21;LESPOURCY;LASLADES;29.602;Ivan SCHÄFER
149698;2;THIL;SOMMEVOIRE;8.331;Elisabeth WAGNER
180341;11;VALLABREGUES;COMPS;3.433;Sandra KOVÁCS
31411;11;SOISSONS SUR NACEY;ESSERTENNE ET CECEY;16.882;Francesco TORRES
262609;10;COURCELLES;ST AUBIN DES CHAUMES;27.369;Marta JONES
105097;1;TEILLET;FAYSSAC;32.004;Angela MUÑOZ
74603;19;BEAULIEU;ST MARC SUR SEINE;10.375;Serhei ALVAREZ
135346;4;LONGUEVILLETTE;BEAUVAL;4.483;Werner BONDARENKO
27738;16;ST CYR DE FAVIERES;PINAY;10.334;Josef RAMOS
124285;10;LURCY;BEAUREGARD;7.066;Dmitriy JOHNSON
203625;37;ORS;BEAUREPAIRE SUR SAMBRE;12.89;Jean COSTA
217939;1;L HOPITAL;AVRILLE;683.301;Mario MAGOMEDOV
98087;11;POMPIGNAC;CAMIRAN;37.787;Jose DAVIES
97774;7;ST MARTIN DE ST MAIXENT;CHERVEUX;12.065;Laura COSTA
245189;22;ST PRIEST D ANDELOT;ST HILAIRE LA CROIX;9.412;Tomasz JOHANSSON
1277;19;MEZIERES EN BRENNE;ST FLOVIER;25.172;Aleksandra IVANOVA
84529;17;GARDEGAN ET TOURTIRAC;GRUN BORDAS;54.559;Werner HOFFMANN
266896;30;LOIX;LA COUARDE SUR MER;2.273;Roman ZIMMERMANN
118540;12;COLLONGES SOUS SALEVE;ST JULIEN EN GENEVOIS;6.329;Josef SHEVCHENKO
37175;29;SENONCHES;BELHOMERT GUEHOUVILLE;6.418;Hans GOMEZ
262028;26;BUCILLY;FOREST EN CAMBRESIS;48.31;Aleksey THOMAS
75389;4;CAPOULET ET JUNAC;GOURBIT;6.383;Valentina JONES
1114;9;TRESCLEOUX;L EPINE;11.564;Evgeniy HUBER
207258;3;ANGLES;LAIROUX;12.152;Giovanni ROBERTS
233189;30;ST GEORGES HAUTE VILLE;BONSON;10.325;Vladimir MORENO
152538;23;MARCENAT;ST REMY EN ROLLAT;5.037;Vera KUZNETSOV
81223;3;COLMERY;MARCY;12.289;Tatiana MEYER
291474;24;SIMACOURBE;LANNECAUBE;5.536;Jean GUTIERREZ
218400;4;BASSING;OMMERAY;19.073;Valentyna JOHNSON
81010;13;LA DORNAC;GIGNAC;13.232;Monika COSTA
114345;7;VAUDEMANGE;SARRY;21.763;Elisabeth VARGA
50850;16;LA CHAPELLE MONTLINARD;MORANCEZ;175.207;Pavel LOPEZ
156111;41;LISLE;ST VICTOR;9.038;Monika RUSSO
20723;30;PIERREFITTE SUR SAULDRE;ST AIGNAN LE JAILLARD;31.865;Rosa RUSSO
270405;18;VILLE DU PONT;LES GRAS;3.486;Richard NAGY
275545;22;CADRIEU;PRADINES;38.856;Sandra RAMOS
196168;12;CERE LA RONDE;MAREAU AUX PRES;79.155;Claude VASILEVA
59024;26;CHATEAUNEUF DU RHONE;LE TEIL;6.501;Nikolay POPOVA
161791;13;PELLEGRUE;STE COLOMBE DE DURAS;5.058;Laura JOHANSSON
165884;2;BLOMAC;MONTBAZIN;94.585;Natalya ROBERTS
88345;9;TOLLAINCOURT;LA VACHERESSE ET LA ROUILLIE;7.58;Alexander HOFFMANN
237383;6;BLUFFY;LA BIOLLE;26.513;Michel PETROVA
61705;8;MOLIERES CAVAILLAC;BEZ ET ESPARON;3.145;Yvan MOROZOVA
177281;7;ST GIBRIEN;JALONS;9.469;Igor BONDARENKO
242292;22;OUTRIAZ;SOLEYMIEUX;131.649;Laura JOHANSSON
28378;10;LANDEAN;ST POIS;37.848;Mária ROBERTS
67023;11;MONTSALVY;DECAZEVILLE;23.91;Karin KOCH
217000;12;AMBONNAY;PEUVILLERS;94.402;Anastasiya LOPEZ
224483;8;MENESTREAU;BITRY;16.198;Alexander KOVALENKO
262296;4;ST JULIA DE BEC;RENNES LES BAINS;10.121;Denis HOFFMANN
185792;11;SAULGES;MAREIL EN CHAMPAGNE;16.935;Mikhail ALONSO
16491;11;LANQUAIS;ST ETIENNE DE VILLEREAL;23.627;Marta FISCHER
151045;5;ST MARCEL LES VALENCE;ST PIERRE DE BOEUF;47.887;Maria DIAZ
182904;10;LOUBENS;DREUILHE;27.969;Andrey ROMERO
297626;8;VERGNE;NERE;23.517;Marta KLEIN
231285;16;VALAVOIRE;VAUMEILH;9.625;Michael IVANOVA
290375;26;ST ALEXANDRE;LE PIN;16.852;Andrea SCHMID
59993;5;CERISIERES;JUZENNECOURT;14.634;Pavel BECKER
210442;4;MEILLAC;LA CHAPELLE AUX FILTZMEENS;4.334;Josef KARLSSON
10038;34;DOMMIERS;RETHONDES;22.595;Nikolay BAUER
225681;10;LABRIHE;FLAMARENS;29.558;Nadezhda HANSEN
216251;6;ST PARDOUX L ORTIGIER;SADROC;3.844;Paul HANSEN
77002;17;LES ANGLES SUR CORREZE;L EGLISE AUX BOIS;38.717;Michael MAGOMEDOV
95634;18;ROUSSET;ST ANTONIN SUR BAYON;4.406;Svetlana FISCHER
211970;25;ST MARTIN DU VIEUX BELLEME;STE CERONNE LES MORTAGNE;23.925;Elena NOWAK
15117;17;ST NICOLAS DE LA BALERME;LAMAGISTERE;5.231;Wolfgang WOLF
180589;1;ST PIERRE D OLERON;DOLUS D OLERON;4.981;Martin KUZNETSOV
138105;26;BLANCHE EGLISE;LEY;6.092;Yuliya PAVLOVA
166682;1;MONTMERLE SUR SAONE;MESSIMY SUR SAONE;4.238;Giovanni SCHMID
245888;5;IZESTE;ARUDY;3.057;Svetlana VARGA
186024;20;LHUYS;VREGNY;17.983;Giovanni KLEIN
1715;28;PRADELLES;BARGES;7.683;Mario NOVIKOVA
18006;19;CANGEY;DOUX;115.476;Klaus POPOV
59630;9;DROUPT ST BASLE;RILLY STE SYRE;3.457;Alexander FERRARI
66964;9;LA PETITE VERRIERE;CHARRIN;51.375;Hans SIMON
68863;14;FELINES SUR RIMANDOULE;MANAS;6.18;Vladymyr KARLSSON
55996;2;LE DEZERT;GRIMESNIL;31.5;Daniel HUBER
5334;1;MASSAT;SAURAT;6.913;Tatiana ROMERO
64474;3;ST AUBIN;WIDEHEM;14.505;Anne KOCH
45225;12;MORGEMOULIN;FROMEZEY;2.154;Oksana HUBER
232468;4;VIEUX MESNIL;BETTRECHIES;11.565;Natalya RUSSO
125764;6;SOUGEAL;VIEUX VIEL;2.829;Aleksandr COSTA
81464;32;PRAT BONREPAUX;AUCAZEIN;13.289;Maksim HOFFMANN
57357;15;CAZAUX SAVES;NOILHAN;3.706;Vasylyi RUSSO
297738;9;HATTEN;OBERROEDERN;4.471;Olha ALVAREZ
290824;2;ST SAUVEUR DE PIERREPONT;ST GERMAIN SUR AY;10.93;Antonio EVANS
126139;8;PUYCORNET;BOISSET;102.112;Yvan MOROZOVA
168718;22;TAILLETTE;ROCROI;5.974;Daniel FISCHER
197585;2;BAFFIE;AURIBAIL;307.108;Tatyana HUBER
225971;18;ST GERMAIN DU CORBEIS;LA CROIX DU PERCHE;74.482;Natalya HOFFMANN
15886;25;MARSEILLE;SAUSSET LES PINS;20.797;Nikolay BROWN
177386;15;ST AIGNAN;PONTIVY;13.458;Jose HANSEN
89624;8;VALFORET;STE SABINE;19.675;Jean FERNANDEZ
117749;1;LUSIGNY;DORNES;20.143;Laura POPOVA
36702;3;RISOUL;MONT DAUPHIN;4.958;Angela POPOVA
77750;12;DAMVIX;MAILLE;4.117;Josef WEBER
88287;6;LONNY;CLIRON;2.005;Michel BROWN
116322;15;PEYRIAT;CHALLES LA MONTAGNE;4.827;Jan SMITH
251209;22;BOUZIES;BELLEFONT LA RAUZE;11.195;Christine POPOV
44554;11;VAL ET CHATILLON;ST BLAISE LA ROCHE;20.601;Michel BONDARENKO
62625;29;JOINVILLE LE PONT;LA COURNEUVE;13.583;Ivan WILSON
238957;14;POUZAUGES;LORETZ D ARGENTON;53.343;Josef HOFFMANN
235138;23;MORANCE;FLEURIEUX SUR L ARBRESLE;7.13;Tatyana GUTIERREZ
224387;13;HERMEVILLE EN WOEVRE;MONTHOIS;66.886;Thomas GUTIERREZ
206305;22;IDS ST ROCH;BORD ST GEORGES;51.509;Ana VASILEVA
150056;6;ST PONS;LES ORRES;8.048;Yuliya MEYER
289735;15;PIERREFONDS;PIMPREZ;18.335;Michel HERNANDEZ
188983;9;CANDILLARGUES;MUDAISON;3.354;Anne SCHULZ
208340;7;SAVIGNY SUR BRAYE;LA CHAPELLE ST MARTIN EN PLAINE;45.995;Mariya JIMENEZ
177884;39;THEUVILLE;BAZINCOURT SUR EPTE;29.434;Evgeniy HANSEN
203331;15;SERAINCOURT;VAUREAL;10.704;Evgeniy POPOVA
288727;2;LE VAL ST PERE;MARCEY LES GREVES;4.436;Nadezhda KOVALENKO
251685;34;CHAUMONT;CHESSENAZ;3.006;Valentina WILLIAMS
217121;18;MIRIBEL LES ECHELLES;LA CHAPELLE DE LA TOUR;25.074;Petra FISCHER
245259;22;ST MEDARD EN FOREZ;ST GENIS L ARGENTIERE;16.984;Aleksey JOHNSON
26559;14;ST BONNET LE FROID;DEVESSET;9.187;Mária GOMEZ
219370;17;AIGREFEUILLE D AUNIS;BOURCEFRANC LE CHAPUS;33.395;Mario LOPEZ
30730;20;AIGURANDE;BUSSIERE ST GEORGES;24.9;Monika SOKOLOVA
74499;1;LIVERS CAZELLES;BEGADAN;271.29;Karin EVANS
87739;15;VIRA;CONAT;16.929;Ivan DIAZ
202475;17;BAR;LE CHAUCHET;94.33;Mária PETROV
199361;15;MALANDRY;EUILLY ET LOMBUT;7.692;Patrick IVANOVA
227830;16;RANZEVELLE;SAPONCOURT;4.893;Vasylyi SMITH
239655;19;GABRE;MONTSERON;9.87;Andrey BRAUN
94688;18;BUSSANG;URBES;4.006;Aleksandra NOWAK
73455;20;ST JEAN ET ST PAUL;MARNHAGUES ET LATOUR;5.519;Robert ANDERSSON
169608;18;LIEPVRE;LUSSE;11.242;Anne JENSEN
281660;12;BIARS SUR CERE;REILHAGUET;32.131;Aleksandra MAGOMEDOV
268129;12;SAULGOND;ADRIERS;34.341;Irina WAGNER
120744;11;BELLENOD SUR SEINE;COLMIER LE BAS;23.687;Barbara TORRES
177985;4;HACOURT;ILLOUD;6.621;Thomas KUZNETSOVA
250801;5;DRAMELAY;REPLONGES;51.421;Vasylyi VASILEVA
38861;30;MENIL AUX BOIS;CHANTEHEUX;84.198;Evgeniy PAVLOVA
105257;27;ANGIVILLERS;CREVECOEUR LE GRAND;32.94;Sandra JENSEN
190873;24;CAVIGNAC;ST MEDARD;33.8;Sergey MORENO
25433;1;MONTRIOND;MORZINE;3.725;Brigitte SMITH
229858;3;YENNE;ROMAGNIEU;18.34;Anna VARGA
209233;17;OULLES;CHOLONGE;14.659;Maryia MÜLLER
33644;6;LETANNE;OCHES;11.621;Evgeniy HANSEN
46812;12;GERMAGNY;LUZY;47.701;Michel FERRARI
190139;25;HERBEUVILLE;ST JEAN LES BUZY;15.972;Mariya MARIN
176538;7;RIS;FRECHET AURE;4.903;Hans GONZALEZ
8414;5;ST MARTIN DE LA LIEUE;LESSARD ET LE CHENE;8.108;Giovanni SANCHEZ
249835;3;SANTOSSE;CIEL;35.111;Tatiana TAYLOR
54695;19;LONGECHENAL;VATILIEU;18.506;Maryia SHEVCHENKO
93557;11;LES MATHES;MEDIS;17.971;Sandra SMIRNOV
227524;2;PALAVAS LES FLOTS;SAUSSINES;27.076;Wolfgang SCHMID
243079;25;MARVAL;LA ROCHEBEAUCOURT ET ARGENTINE;37.239;Roman MARTINEZ
205534;2;LEMPZOURS;PENSOL;27.331;Andrei BRAUN
249633;12;MURS ET GELIGNIEUX;ST JEAN D AVELANNE;14.92;Alexander NAVARRO
37963;13;BOURGUIGNON;CARSPACH;39.374;Ekaterina NAGY
243929;11;LANTEUIL;NOAILHAC;4.261;Maria WOLF
294666;5;HOMMARTING;NIDERVILLER;3.724;Christine NIELSEN
169057;18;LAFEUILLADE EN VEZIE;LIVERNON;50.367;Eva PETROV
36244;13;MARTAINVILLE;LA CAINE;15.521;Aleksey BAUER
210255;25;LA CHAPELLE DU BOIS;LE BREIL SUR MERIZE;26.481;Vladimir PETROVA
130869;11;HAULME;JUVIGNY SUR LOISON;58.829;Lyubov HERNANDEZ
206506;13;LA JARNE;PUILBOREAU;7.853;Aleksandra MARTINEZ
192870;6;ARCACHON;GUJAN MESTRAS;9.75;Giovanni RUSSO
172790;4;MONTVERNIER;MONTRICHER ALBANNE;14.415;Mariya MEIER
84333;8;VARENGUEBEC;BEUZEVILLE LA BASTILLE;9.303;Francisco SCHULZ
90429;14;COLOMBIER FONTAINE;GRAND COMBE CHATELEU;48.981;Barbara WOLF
252507;20;VIEURE;LAVAUFRANCHE;51.589;Richard SANCHEZ
105816;3;NOAILLAN;CHOURGNAC;139.679;Vasylyi NOVIKOVA
49236;18;BISSY LA MACONNAISE;CLESSE;8.2;Marie ROMERO
254790;4;ALBERT;ST QUENTIN LE VERGER;173.685;Andrea SMITH
145332;33;ROISSY EN BRIE;MORTERY;48.461;Tomasz BRAUN
207700;6;MALEGOUDE;COURTAULY;11.984;Werner MARIN
91426;22;CALONGES;NICOLE;9.585;Andrey SANCHEZ
24286;3;MORVILLE LES VIC;MOUSSON;34.887;Francesco FERNANDEZ
